,sign,freq,city,format,state
471,KITF,88.3,"International Falls, MN",Public Radio,MN
472,KJAB,88.3,"Mexico, MO",Gospel Music,MO
473,KJCG,88.3,"Missoula, MT",Religious,MT
474,KJCL,88.3,"Fergus Falls, MN",Religious,MN
475,KJGM,88.3,"Bastrop, LA",Religious,LA
476,KJGT,88.3,"Waconia, MN",Religious,MN
477,KJRN,88.3,"Keene, TX",Religious,TX
478,KJRT,88.3,"Amarillo, TX",Religious,TX
479,KJSB,88.3,"Jonesboro, AR",Religious,AR
480,KJTS,88.3,"New Ulm, MN",Spanish Christian,MN
481,KJTT,88.3,"Story City, IA",Religious,IA
482,KKAG,88.3,"Grangeville, ID",Oldies,ID
483,KKLG,88.3,"Newton, IA",Christian Contemporary,IA
484,KKOI,88.3,"Kahului, HI",Unknown Format,HI
485,KLHK,88.3,"Hobbs, NM",Christian Contemporary,NM
486,KLJV,88.3,"Scottsbluff, NE",Christian Contemporary,NE
487,KLMP,88.3,"Rapid City, SD",Religious,SD
488,KLMP,88.3,"Rapid City, SD",Religious,SD
489,KLNB,88.3,"Grand Island, NE",Christian Contemporary,NE
490,KLVC,88.3,"Magalia, CA",Christian Contemporary,CA
491,KLVN,88.3,"Livingston, CA",Christian Contemporary,CA
492,KLYT,88.3,"Albuquerque, NM",Religious,NM
493,KMLT,88.3,"Jackson, WY",Christian Contemporary,WY
494,KMLW,88.3,"Moses Lake, WA",Religious,WA
495,KMRE,88.3,"Bellingham, WA",Variety,WA
496,KMUR,88.3,"Bullhead City, AZ",Christian Contemporary,AZ
497,KOEG,88.3,"Walters, OK",Religious,OK
498,KOLB,88.3,"Hartington, NE",Religious,NE
499,KOSR,88.3,"Stillwater, OK",Public Radio,OK
500,KOUI,88.3,"Mount Pleasant, TX",Gospel Music,TX
501,KPAC,88.3,"San Antonio, TX",Classical,TX
502,KPRH,88.3,"Montrose, CO",Public Radio,CO
503,KPYR,88.3,"Craig, CO",Public Radio,CO
504,KQIQ,88.3,"Beatrice, NE",Religious,NE
505,KQLF,88.3,"Ottumwa, IA",Religious,IA
506,KQQM,88.3,"Miles City, MT",Religious,MT
507,KRHJ,88.3,"Lamar, CO",Classic Rock,CO
508,KRIF,88.3,"Rockford, ID",Unknown Format,ID
509,KRTG,88.3,"Carthage, TX",Religious,TX
510,KRXS,88.3,"Tusayan, AZ",Unknown Format,AZ
511,KSBC,88.3,"Nile, WA",Spanish Christian,WA
512,KSDS,88.3,"San Diego, CA",Jazz,CA
513,KSHW,88.3,"Glidden, IA",Unknown Format,IA
514,KSRG,88.3,"Ashland, OR",Classical,OR
515,KTCN,88.3,"Acton, CA",Religious,CA
516,KTGS,88.3,"Tishomingo, OK",Gospel Music,OK
517,KTGT,88.3,"Thief River Falls, MN",Religious,MN
518,KTHN,88.3,"Texarkana, TX",Urban Contemporary,TX
519,KTPL,88.3,"Pueblo, CO",Christian Contemporary,CO
520,KUCR,88.3,"Riverside, CA",Variety,CA
521,KUUB,88.3,"Salt Lake City, UT",Public Radio,UT
522,KUXU,88.3,"Monroe, UT",Public Radio,UT
523,KVCO,88.3,"Concordia, KS",College,KS
524,KVCP,88.3,"Phoenix, AZ",Religious,AZ
525,KVRK,88.3,"Chickaloon, AK",Unknown Format,AK
526,KVWS,88.3,"Sedalia, MO",Unknown Format,MO
527,KVXO,88.3,"Fort Collins, CO",Classical,CO
528,KWHH,88.3,"Fairmont, MN",Unknown Format,MN
529,KWIS,88.3,"Plummer, ID",Native American,ID
530,KWND,88.3,"Springfield, MO",Christian Contemporary,MO
531,KXJT,88.3,"Rio Grande City, TX",Spanish,TX
532,KXUA,88.3,"Fayetteville, AR",College,AR
533,KYEC,88.3,"Doniphan, MO",Oldies,MO
534,KYFW,88.3,"Wichita, KS",Religious,KS
535,KYPW,88.3,"Wolf Point, MT",Public Radio,MT
536,KYPY,88.3,"West Yellowstone, MT",Unknown Format,MT
537,KYSA,88.3,"Sparks, NV",Christian Contemporary,NV
538,KZLR,88.3,"Fairbanks, AK",Christian Contemporary,AK
539,W202AW,88.3,"Sandusky, OH",Religious,OH
540,W202AZ,88.3,"Frankfort, KY",Religious,KY
541,W202BG,88.3,"Dyersburg, TN",Religious,TN
542,W202BQ,88.3,"Aberdeen, NC",Classical,NC
543,W202BR,88.3,"Rockingham, NC",Religious,NC
544,W202BS,88.3,"Columbia, MS",Religious,MS
545,W202BW,88.3,"Harrisburg, NC",Religious,NC
546,W202CD,88.3,"Wilson, NC",Christian Contemporary,NC
547,W202CE,88.3,"Coshocton, OH",Classical,OH
548,W202CF,88.3,"Champaign, IL",Christian Contemporary,IL
549,W202CG,88.3,"Clinton, SC",Religious,SC
550,W202CI,88.3,"Richville, NY",Religious,NY
551,W202CK,88.3,"Butler, PA",Christian Contemporary,PA
552,W217CH,88.3,"Williamson, WV",Public Radio,WV
553,WAER,88.3,"Syracuse, NY",Public Radio,NY
554,WAFJ,88.3,"Belvedere, SC",Christian Contemporary,SC
555,WAFR,88.3,"Tupelo, MS",Religious,MS
556,WAIF,88.3,"Cincinnati, OH",Variety,OH
557,WANH,88.3,"Meredith, NH",Religious,NH
558,WAPR,88.3,"Selma, AL",Public Radio,AL
559,WARA,88.3,"New Washington, IN",Christian Contemporary,IN
560,WAUI,88.3,"Shelby, OH",Religious,OH
561,WAWF,88.3,"Kankakee, IL",Religious,IL
562,WAWH,88.3,"Dublin, GA",Religious,GA
563,WAYP,88.3,"Marianna, FL",Christian Contemporary,FL
564,WAYQ,88.3,"Clarksville, TN",Christian Contemporary,TN
565,WBGO,88.3,"Newark, NJ",Jazz,NJ
566,WBIA,88.3,"Shelbyville, TN",Religious,TN
567,WBIY,88.3,"La Belle, FL",Spanish Christian,FL
568,WBMT,88.3,"Boxford, MA",Grade School (K-12),MA
569,WBSJ,88.3,"Frenchville, ME",Public Radio,ME
570,WBWC,88.3,"Berea, OH",Alternative,OH
571,WBWJ,88.3,"Rochester, IL",Unknown Format,IL
572,WCBN,88.3,"Ann Arbor, MI",College,MI
573,WCIN,88.3,"Bath, NY",Christian Contemporary,NY
574,WCKO,88.3,"Kokomo, IN",Christian Contemporary,IN
575,WCOB,88.3,"State College, PA",Christian Contemporary,PA
576,WCOU,88.3,"Attica, NY",Christian Contemporary,NY
577,WCQR,88.3,"Kingsport, TN",Christian Contemporary,TN
578,WCXK,88.3,"Kalamazoo, MI",Christian Contemporary,MI
579,WDCV,88.3,"Carlisle, PA",College,PA
580,WDGC,88.3,"Downers Grove, IL",Grade School (K-12),IL
581,WDSK,88.3,"South Kent, CT",Unknown Format,CT
582,WDSO,88.3,"Chesterton, IN",Grade School (K-12),IN
583,WDTE,88.3,"Grosse Point Shores, MI",Christian Contemporary,MI
584,WEAX,88.3,"Angola, IN",Christian Contemporary,IN
585,WEBF,88.3,"Lerose, KY",Christian Contemporary,KY
586,WEJC,88.3,"White Star, MI",Christian Contemporary,MI
587,WEVS,88.3,"Nashua, NH",Public Radio,NH
588,WFEN,88.3,"Rockford, IL",Religious,IL
589,WFSO,88.3,"Olivebridge, NY",Religious,NY
590,WGAO,88.3,"Franklin, MA",College,MA
591,WGBZ,88.3,"Ocean City, MD",Christian Contemporary,MD
592,WGNK,88.3,"Pennsuco, FL",Spanish Christian,FL
593,WGTL,88.3,"La Grange, NC",Unknown Format,NC
594,WHCD,88.3,"Wytheville, VA",Christian Contemporary,VA
595,WHCM,88.3,"Palatine, IL",Variety,IL
596,WHJR,88.3,"Murphysboro, IL",Religious,IL
597,WHRN,88.3,"Newark, OH",Unknown Format,OH
598,WHWC,88.3,"Menomonie, WI",Public Radio,WI
599,WHWN,88.3,"Painesville, OH",Spanish,OH
600,WHZN,88.3,"New Whiteland, IN",Christian Contemporary,IN
601,WIQH,88.3,"Concord, MA",Grade School (K-12),MA
602,WIUS,88.3,"Macomb, IL",College,IL
603,WJCK,88.3,"Piedmont, AL",Religious,AL
604,WJLY,88.3,"Ramsey, IL",Religious,IL
605,WJUV,88.3,"Cullman, AL",Religious,AL
606,WKIW,88.3,"Ironwood, MI",Christian Contemporary,MI
607,WKMV,88.3,"Muncie, IN",Christian Contemporary,IN
608,WKPK,88.3,"Michigamme, MI",Christian Contemporary,MI
609,WLAB,88.3,"Fort Wayne, IN",Christian Contemporary,IN
610,WLFC,88.3,"North Baltimore, OH",College,OH
611,WLIW,88.3,"Southampton, NY",Public Radio,NY
612,WLKA,88.3,"Tafton, PA",Christian Contemporary,PA
613,WLPJ,88.3,"Jacksonville, NC",Unknown Format,NC
614,WLPT,88.3,"Jesup, GA",Religious,GA
615,WLSF,88.3,"Starke, FL",Christian Contemporary,FL
616,WLVV,88.3,"Midland, MD",Christian Contemporary,MD
617,WLXK,88.3,"Boiling Springs, NC",Religious,NC
618,WLYG,88.3,"Jasper, GA",Gospel Music,GA
619,WMBJ,88.3,"Murrells Inlet, SC",Christian Contemporary,SC
620,WMRT,88.3,"Marietta, OH",Classical,OH
621,WMTS,88.3,"Murfreesboro, TN",College,TN
622,WNFA,88.3,"Port Huron, MI",Religious,MI
623,WNIN,88.3,"Evansville, IN",Public Radio,IN
624,WNUB,88.3,"Northfield, VT",College,VT
625,WOAR,88.3,"South Vienna, OH",Christian Contemporary,OH
626,WOTC,88.3,"Edinburg, VA",Religious,VA
627,WPJC,88.3,"Pontiac, IL",Religious,IL
628,WPLH,88.3,"Tifton, GA",College,GA
629,WPOZ,88.3,"Orlando, FL",Christian Contemporary,FL
630,WPPR,88.3,"Demorest, GA",Public Radio,GA
631,WQHE,88.3,"Oil City, PA",Religious,PA
632,WQIQ,88.3,"Spotsylvania, VA",Public Radio,VA
633,WQOT,88.3,"Clinton, IL",Religious,IL
634,WQRI,88.3,"Bristol, RI",College,RI
635,WRBH,88.3,"New Orleans, LA",Other,LA
636,WRCC,88.3,"Dibrell, TN",Gospel Music,TN
637,WRCT,88.3,"Pittsburgh, PA",College,PA
638,WRGC,88.3,"Milledgeville, GA",Public Radio,GA
639,WRLJ,88.3,"White Hall, IL",Religious,IL
640,WRPS,88.3,"Rockland, MA",Grade School (K-12),MA
641,WRUO,88.3,"Mayaguez, PR",Public Radio,PR
642,WRVL,88.3,"Lynchburg, VA",Christian Contemporary,VA
643,WSBU,88.3,"Saint Bonaventure, NY",College,NY
644,WSGP,88.3,"Glasgow, KY",Religious,KY
645,WSGR,88.3,"New Boston, OH",Religious,OH
646,WSHJ,88.3,"Southfield, MI",Grade School (K-12),MI
647,WSMZ,88.3,"Crystal Valley, MI",Christian Contemporary,MI
648,WTCY,88.3,"Greilickville, MI",Religious,MI
649,WTIO,88.3,"Mainesburg, PA",Public Radio,PA
650,WTWH,88.3,"Hazleton, PA",Religious,PA
651,WUAW,88.3,"Erwin, NC",College,NC
652,WUTU,88.3,"Sasser, GA",Rhythmic Oldies,GA
653,WVBH,88.3,"Beach Haven West, NJ",Gospel Music,NJ
654,WVCR,88.3,"Loudonville, NY",Adult Hits,NY
655,WVRL,88.3,"Elizabeth City, NC",Christian Contemporary,NC
656,WWEC,88.3,"Elizabethtown, PA",College,PA
657,WXAV,88.3,"Chicago, IL",College,IL
658,WXBE,88.3,"Beaufort, NC",Religious,NC
659,WXLS,88.3,"Tupper Lake, NY",Public Radio,NY
660,WXOU,88.3,"Auburn Hills, MI",College,MI
661,WXTS,88.3,"Toledo, OH",Jazz,OH
662,WXUT,88.3,"Toledo, OH",Alternative,OH
663,WYAR,88.3,"Yarmouth, ME",Nostalgia,ME
664,WYBQ,88.3,"Leesport, PA",Religious,PA
665,WYBX,88.3,"Key West, FL",Religious,FL
666,WYLV,88.3,"Maynardville, TN",Christian Contemporary,TN
667,WYZX,88.3,"East Falmouth, MA",Religious,MA
668,WZRD,88.3,"Chicago, IL",College,IL
669,WZXE,88.3,"East Nottingham, PA",Christian Contemporary,PA
670,WZXQ,88.3,"Chambersburg, PA",Christian Contemporary,PA
671,K203AB,88.5,"Rural Summit County, UT",Public Radio,UT
672,K203AE,88.5,"Lewistown, MT",Public Radio,MT
673,K203AF,88.5,"Colstrip, MT",Public Radio,MT
674,K203AH,88.5,"Cody, WY",Public Radio,WY
675,K203AI,88.5,"Columbus, MT",Public Radio,MT
676,K203AP,88.5,"Ambler, AK",Public Radio,AK
677,K203AS,88.5,"Glendive, MT",Public Radio,MT
678,K203AT,88.5,"Westcliffe, Etc., CO",Public Radio,CO
679,K203BE,88.5,"Roseburg, OR",Religious,OR
680,K203BN,88.5,"Pringle, SD",Public Radio,SD
681,K203BO,88.5,"Mena, AR",Public Radio,AR
682,K203BR,88.5,"Winona, MN",Religious,MN
683,K203BW,88.5,"Holly, CO",Christian Contemporary,CO
684,K203BY,88.5,"Kuparuk, AK",News/Talk,AK
685,K203CA,88.5,"Milford, UT",Public Radio,UT
686,K203CB,88.5,"Lubbock, TX",Christian Contemporary,TX
687,K203CH,88.5,"Juneau, AK",Religious,AK
688,K203CQ,88.5,"Tooele, UT",Religious,UT
689,K203CX,88.5,"San Marcos, TX",Religious,TX
690,K203DL,88.5,"Cheyenne Wells, CO",Christian Contemporary,CO
691,K203DP,88.5,"Argenta, NV",Christian Contemporary,NV
692,K203DY,88.5,"Baker City, OR",Religious,OR
693,K203EF,88.5,"Mount Vernon, IL",Religious,IL
694,K203EG,88.5,"Basalt, CO",Public Radio,CO
695,K203EH,88.5,"Redstone, CO",Public Radio,CO
696,K203EL,88.5,"Haleiwa, Etc., HI",Public Radio,HI
697,K203EN,88.5,"Ellensburg, WA",Christian Contemporary,WA
698,K203EQ,88.5,"Lufkin, TX",Religious,TX
699,K203ER,88.5,"Clarkston, WA",Christian Contemporary,WA
700,K203ES,88.5,"Roswell, NM",Religious,NM
701,K203EU,88.5,"Hutchinson, KS",Religious,KS
702,K203EY,88.5,"Saint George, UT",Christian Contemporary,UT
703,K203EZ,88.5,"Alamogordo, NM",Religious,NM
704,K203FB,88.5,"Hays, KS",Christian Contemporary,KS
705,K203FE,88.5,"Tahlequah, OK",Religious,OK
706,K203FI,88.5,"Gleneden Beach, OR",Jazz,OR
707,K203FJ,88.5,"Parachute, Etc., CO",Public Radio,CO
708,K203FO,88.5,"Guymon, OK",Religious,OK
709,K203FP,88.5,"Burns, Etc., OR",Jazz,OR
710,K203FR,88.5,"Las Vegas, NV",Christian Contemporary,NV
711,K203FS,88.5,"Port Angeles, WA",Religious,WA
712,K204EQ,88.5,"Woodward, OK",Religious,OK
713,K215EQ,88.5,"Lompoc, CA",Religious,CA
714,K256CT,88.5,"Denver, CO",Public Radio,CO
715,KAIK,88.5,"Rockaway Beach, OR",Christian Contemporary,OR
716,KAKA,88.5,"Salina, KS",Religious,KS
717,KAKL,88.5,"Anchorage, AK",Christian Contemporary,AK
718,KAKU,88.5,"Kahului, HI",Variety,HI
719,KALA,88.5,"Davenport, IA",College,IA
720,KARQ,88.5,"San Luis Obispo, CA",Christian Contemporary,CA
721,KAVE,88.5,"Oakridge, OR",Adult Album Alternative,OR
722,KAWF,88.5,"Selma, CA",Christian Contemporary,CA
723,KAYK,88.5,"Victoria, TX",Religious,TX
724,KBDC,88.5,"Mason City, IA",Religious,IA
725,KBEM,88.5,"Minneapolis, MN",Jazz,MN
726,KBMD,88.5,"Marble Falls, TX",Religious,TX
727,KBQC,88.5,"Independence, KS",Religious,KS
728,KBSY,88.5,"Burley, ID",Public Radio,ID
729,KBXM,88.5,"Salmon, ID",Classical,ID
730,KBXP,88.5,"Blossom, TX",Unknown Format,TX
731,KCIC,88.5,"Grand Junction, CO",Religious,CO
732,KCKT,88.5,"Crockett, TX",Religious,TX
733,KCRB,88.5,"Bemidji, MN",Classical,MN
734,KCSN,88.5,"Northridge, CA",Adult Album Alternative,CA
735,KCSN,88.5,"West Los Angeles, CA",Adult Album Alternative,CA
736,KDPI,88.5,"Ketchum, ID",Variety,ID
737,KEDC,88.5,"Hearne, TX",Spanish Christian,TX
738,KENG,88.5,"Ruidoso, NM",Public Radio,NM
739,KENU,88.5,"Des Moines, NM",Public Radio,NM
740,KEOM,88.5,"Mesquite, TX",Classic Hits,TX
741,KERU,88.5,"Blythe, CA",Spanish,CA
742,KEYA,88.5,"Belcourt, ND",Native American,ND
743,KFTT,88.5,"Penn Valley, CA",Oldies,CA
744,KGHY,88.5,"Beaumont, TX",Gospel Music,TX
745,KGNU,88.5,"Boulder, CO",Public Radio,CO
746,KHEW,88.5,"Rocky Boy's Reserv., MT",Native American,MT
747,KHIB,88.5,"Bastrop, TX",Religious,TX
748,KHMS,88.5,"Victorville, CA",Christian Contemporary,CA
749,KIAD,88.5,"Dubuque, IA",Religious,IA
750,KJJL,88.5,"Perryton, TX",Christian Contemporary,TX
751,KJLJ,88.5,"Scott City, KS",Christian Contemporary,KS
752,KJNW,88.5,"Kansas City, MO",Christian Contemporary,MO
753,KKRN,88.5,"Bella Vista, CA",Public Radio,CA
754,KKWY,88.5,"Wheatland, WY",Religious,WY
755,KLCQ,88.5,"Durango, CO",Christian Contemporary,CO
756,KLCV,88.5,"Lincoln, NE",Religious,NE
757,KLDX,88.5,"Sioux Center, IA",Christian Contemporary,IA
758,KLHV,88.5,"Cotton Valley, LA",Christian Contemporary,LA
759,KLKA,88.5,"Globe, AZ",Christian Contemporary,AZ
760,KLMF,88.5,"Klamath Falls, OR",Classical,OR
761,KLMH,88.5,"Lamesa, TX",Spanish Christian,TX
762,KLRF,88.5,"Milton-Freewater, OR",Religious,OR
763,KLRW,88.5,"San Angelo, TX",Christian Contemporary,TX
764,KMKB,88.5,"Marfa, TX",Variety,TX
765,KMQX,88.5,"Weatherford, TX",Adult Hits,TX
766,KMST,88.5,"Rolla, MO",Public Radio,MO
767,KMUZ,88.5,"Turner, OR",Variety,OR
768,KNKO,88.5,"Shageluk, AK",Public Radio,AK
769,KNKX,88.5,"Tacoma, WA",Public Radio,WA
770,KNPC,88.5,"Hardin, MT",Religious,MT
771,KNPJ,88.5,"Greybull, WY",Religious,WY
772,KOIR,88.5,"Edinburg, TX",Spanish Christian,TX
773,KOMQ,88.5,"Omak, WA",Public Radio,WA
774,KOYR,88.5,"Yorktown, AR",Christian Contemporary,AR
775,KPIJ,88.5,"Junction City, OR",Religious,OR
776,KPSC,88.5,"Palm Springs, CA",Classical,CA
777,KQBV,88.5,"Adel, IA",Unknown Format,IA
778,KQED,88.5,"San Francisco, CA",Public Radio,CA
779,KQED,88.5,"San Francisco, CA",Public Radio,CA
780,KQED,88.5,"Alamo, CA",Public Radio,CA
781,KQED,88.5,"Concord, CA",Public Radio,CA
782,KRFY,88.5,"Ponderay, ID",Variety,ID
783,KRLF,88.5,"Pullman, WA",Christian Contemporary,WA
784,KRNC,88.5,"Steamboat Springs, CO",Public Radio,CO
785,KRSU,88.5,"Appleton, MN",Classical,MN
786,KSAY,88.5,"Hamlin, TX",Religious,TX
787,KSBA,88.5,"Coos Bay, OR",Public Radio,OR
788,KSBR,88.5,"Mission Viejo, CA",Adult Album Alternative,CA
789,KSNH,88.5,"Snowflake, AZ",Religious,AZ
790,KTEP,88.5,"El Paso, TX",Public Radio,TX
791,KTKL,88.5,"Stigler, OK",Christian Contemporary,OK
792,KTLG,88.5,"Terlingua, TX",Unknown Format,TX
793,KTYC,88.5,"Nashville, AR",Classic Hits,AR
794,KURE,88.5,"Ames, IA",College,IA
795,KUSK,88.5,"Vernal, UT",Public Radio,UT
796,KUWY,88.5,"Laramie, WY",Classical,WY
797,KVCC,88.5,"Tucson, AZ",Religious,AZ
798,KVFE,88.5,"Del Rio, TX",Christian Contemporary,TX
799,KVID,88.5,"Mesquite, NV",Christian Contemporary,NV
800,KVLT,88.5,"Temple, TX",Christian Contemporary,TX
801,KVQI,88.5,"Vail, CO",Adult Album Alternative,CO
802,KVUH,88.5,"Laytonville, CA",Spanish,CA
803,KWGP,88.5,"Pampa, TX",Religious,TX
804,KWLK,88.5,"Westwood, CA",Religious,CA
805,KWMV,88.5,"Mountain View, AR",Variety,AR
806,KWRX,88.5,"Redmond, OR",Classical,OR
807,KWTW,88.5,"Bishop, CA",Religious,CA
808,KYPH,88.5,"Helena, MT",Public Radio,MT
809,KYUA,88.5,"Inyokern, CA",Christian Contemporary,CA
810,KYVT,88.5,"Yakima, WA",Public Radio,WA
811,KZTH,88.5,"Piedmont, OK",Christian Contemporary,OK
812,KZUW,88.5,"Reliance, WY",Classical,WY
813,W203AE,88.5,"Elkins, WV",Public Radio,WV
814,W203AV,88.5,"North Fond Du Lac, WI",Religious,WI
815,W203AW,88.5,"Fredonia, NY",Religious,NY
816,W203AY,88.5,"Golden Lakes, FL",Religious,FL
817,W203AZ,88.5,"Chattanooga, TN",Religious,TN
818,W203BD,88.5,"Decatur, IL",Christian Contemporary,IL
819,W203BI,88.5,"Bowling Green, KY",Christian Contemporary,KY
820,W203BL,88.5,"Kirksville, IN",Christian Contemporary,IN
821,W203BO,88.5,"Athens, GA",Religious,GA
822,W203BQ,88.5,"Walterboro, SC",Christian Contemporary,SC
823,W203BT,88.5,"Vero Beach, FL",Religious,FL
824,W203BX,88.5,"Sheboygan, WI",Christian Contemporary,WI
825,W203BY,88.5,"Warner Robins, GA",Religious,GA
826,W203CB,88.5,"Richmond, VA",Adult Album Alternative,VA
827,W203CC,88.5,"Ashland, WI",Religious,WI
828,W203DJ,88.5,"Rainbow Mountain Hts, AL",Religious,AL
829,WAED,88.5,"Minooka, IL",Adult Contemporary,IL
830,WAED,88.5,"Sheridan, IL",Adult Contemporary,IL
831,WAHP,88.5,"Due West, SC",Christian Contemporary,SC
832,WAIB,88.5,"Redwood, NY",Variety,NY
833,WAMU,88.5,"Washington, DC",Public Radio,DC
834,WANR,88.5,"Brewster, NY",Public Radio,NY
835,WBEL,88.5,"Cairo, IL",Religious,IL
836,WBHY,88.5,"Mobile, AL",Christian Contemporary,AL
837,WBMK,88.5,"Morehead, KY",Religious,KY
838,WBNH,88.5,"Pekin, IL",Religious,IL
839,WCII,88.5,"Spencer, NY",Christian Contemporary,NY
840,WCOA,88.5,"Johnstown, PA",Christian Contemporary,PA
841,WCRT,88.5,"Terre Haute, IN",Christian Contemporary,IN
842,WCTP,88.5,"Gagetown, MI",Christian Contemporary,MI
843,WCUG,88.5,"Lumpkin, GA",College,GA
844,WEDW,88.5,"Stamford, CT",Public Radio,CT
845,WEKC,88.5,"Corbin, KY",Public Radio,KY
846,WFCF,88.5,"Saint Augustine, FL",College,FL
847,WFCH,88.5,"Charleston, SC",Religious,SC
848,WFCR,88.5,"Amherst, MA",Public Radio,MA
849,WFDD,88.5,"Winston-Salem, NC",Public Radio,NC
850,WGBK,88.5,"Glenview, IL",Grade School (K-12),IL
851,WGCA,88.5,"Quincy, IL",Christian Contemporary,IL
852,WGNC,88.5,"Constantine, MI",Gospel Music,MI
853,WGNV,88.5,"Milladore, WI",Religious,WI
854,WGRH,88.5,"Hinckley, MN",Classical,MN
855,WGVU,88.5,"Allendale, MI",Public Radio,MI
856,WHCF,88.5,"Bangor, ME",Religious,ME
857,WHFH,88.5,"Flossmoor, IL",Grade School (K-12),IL
858,WHPK,88.5,"Chicago, IL",College,IL
859,WHRG,88.5,"Gloucester Point, VA",Public Radio,VA
860,WHSD,88.5,"Hinsdale, IL",Grade School (K-12),IL
861,WHWM,88.5,"Rockland, MI",Unknown Format,MI
862,WHYC,88.5,"Swan Quarter, NC",Classical,NC
863,WIAB,88.5,"Mackinaw City, MI",Classical,MI
864,WJBE,88.5,"Five Points, AL",Classic Country,AL
865,WJFM,88.5,"Baton Rouge, LA",Religious,LA
866,WJIA,88.5,"Guntersville, AL",Christian Contemporary,AL
867,WJIE,88.5,"Okolona, KY",Christian Contemporary,KY
868,WJLZ,88.5,"Virginia Beach, VA",Christian Contemporary,VA
869,WJOM,88.5,"Eagle, MI",Christian Contemporary,MI
870,WJSU,88.5,"Jackson, MS",Jazz,MS
871,WKEN,88.5,"Kenton, OH",Christian Contemporary,OH
872,WKHW,88.5,"Halifax, PA",Christian Contemporary,PA
873,WKPX,88.5,"Sunrise, FL",Grade School (K-12),FL
874,WKTH,88.5,"Tullahoma, TN",Christian Contemporary,TN
875,WKUA,88.5,"Moundville, AL",Christian Contemporary,AL
876,WKWZ,88.5,"Syosset, NY",Grade School (K-12),NY
877,WLJR,88.5,"Birmingham, AL",Religious,AL
878,WLUZ,88.5,"Levittown, PR",Spanish Christian,PR
879,WLUZ,88.5,"Guayama, PR",Spanish Christian,PR
880,WMCE,88.5,"Erie, PA",Oldies,PA
881,WMFL,88.5,"Palmetto Bay, FL",Religious,FL
882,WMHY,88.5,"Richfield Springs, NY",Religious,NY
883,WMNF,88.5,"Tampa, FL",Public Radio,FL
884,WMPC,88.5,"Davison, MI",Unknown Format,MI
885,WMQS,88.5,"Murphy, NC",Classical,NC
886,WMUB,88.5,"Oxford, OH",Public Radio,OH
887,WMUW,88.5,"Columbus, MS",College,MS
888,WNJP,88.5,"Sussex, NJ",Public Radio,NJ
889,WNMP,88.5,"Marlinton, WV",Variety,WV
890,WNPP,88.5,"Cole, IN",Religious,IN
891,WPBD,88.5,"Bainbridge, GA",Public Radio,GA
892,WPMW,88.5,"Middleborough Center, MA",Religious,MA
893,WPOB,88.5,"Plainview, NY",Grade School (K-12),NY
894,WPVM,88.5,"Sturgeon Bay, WI",Religious,WI
895,WQJS,88.5,"Clewiston, FL",Classical,FL
896,WQNP,88.5,"Narragansett, RI",Unknown Format,RI
897,WQOX,88.5,"Memphis, TN",Urban Contemporary,TN
898,WRAS,88.5,"Atlanta, GA",Public Radio,GA
899,WRKC,88.5,"Wilkes-Barre, PA",College,PA
900,WRKJ,88.5,"Westbrook, ME",Religious,ME
901,WRTP,88.5,"Franklinton, NC",Christian Contemporary,NC
902,WRUR,88.5,"Rochester, NY",Adult Album Alternative,NY
903,WSDC,88.5,"Sneedville, TN",Religious,TN
904,WSFI,88.5,"Antioch, IL",Religious,IL
905,WSLT,88.5,"Statesboro, GA",Gospel Music,GA
906,WSSU,88.5,"Superior, WI",Public Radio,WI
907,WTMK,88.5,"Wanatah, IN",Christian Contemporary,IN
908,WTTU,88.5,"Cookeville, TN",College,TN
909,WUFQ,88.5,"Cross City, FL",Classical,FL
910,WUSM,88.5,"Hattiesburg, MS",Adult Album Alternative,MS
911,WVBL,88.5,"Bluefield, WV",Public Radio,WV
912,WVCP,88.5,"Gallatin, TN",Oldies,TN
913,WVDA,88.5,"Valdosta, GA",Religious,GA
914,WVOF,88.5,"Fairfield, CT",Public Radio,CT
915,WVPA,88.5,"Saint Johnsbury, VT",Public Radio,VT
916,WVPB,88.5,"Charleston, WV",Public Radio,WV
917,WVTW,88.5,"Charlottesville, VA",Public Radio,VA
918,WWAD,88.5,"Carol Stream, IL",Unknown Format,IL
919,WWQS,88.5,"Decatur, TN",Religious,TN
920,WWRN,88.5,"Rockport, MA",Religious,MA
921,WXPI,88.5,"Jersey Shore, PA",Variety,PA
922,WXPN,88.5,"Philadelphia, PA",Adult Album Alternative,PA
923,WYFU,88.5,"Masontown, PA",Religious,PA
924,WYFV,88.5,"Cayce, SC",Religious,SC
925,WYOR,88.5,"Republic, OH",Christian Contemporary,OH
926,WYSA,88.5,"Wauseon, OH",Christian Contemporary,OH
927,WYSU,88.5,"Youngstown, OH",Public Radio,OH
928,WYVL,88.5,"Youngsville, PA",Religious,PA
929,WZDG,88.5,"Scotts Hill, NC",Gospel Music,NC
930,WZNB,88.5,"New Bern, NC",Classical,NC
931,WZXX,88.5,"Lawrenceburg, TN",Christian Contemporary,TN
932,K203CQ,88.7,"Tooele, UT",Religious,UT
933,K204AG,88.7,"Camas Valley, OR",Classical,OR
934,K204AL,88.7,"Pocatello, Etc., ID",Christian Contemporary,ID
935,K204AS,88.7,"Shungnak, AK",Public Radio,AK
936,K204AV,88.7,"Lincoln, Etc., OR",Classical,OR
